Kommune,Tag,Datum,Zeit,1. Straße,2. Straße,Nr.,StrG,Str.-Nr.,AbsX,Abs.X,Km,Meter,GEO_X,GEO_Y,KAT,TYP,UTYP,BET,GT,SV,LV,ALC,VU-F,Bet_01,Folg_01,VB_01,U1_01,U2_01,BT_ALT01,BT_M/W01,Bet_02,Folg_02,VB_02,U1_02,U2_02,BT_ALT02,BT_M/W02,Bet_03,Folg_03,VB_03,U1_03,U2_03,BT_ALT03,BT_M/W03,Bet_04,Folg_04,VB_04,U1_04,U2_04,BT_ALT04,BT_M/W04,Bet_05,Folg_05,VB_05,U1_05,U2_05,BT_ALT05,BT_M/W05,Bet_06,Folg_06,VB_06,U1_06,U2_06,BT_ALT06,BT_M/W06,Bet_07,Folg_07,VB_07,U1_07,U2_07,BT_ALT07,BT_M/W07,Bet_08,Folg_08,VB_08,U1_08,U2_08,BT_ALT08,BT_M/W08,Bet_09,Folg_09,VB_09,U1_09,U2_09,BT_ALT09,BT_M/W09,Bet_10,Folg_10,VB_10,U1_10,U2_10,BT_ALT10,BT_M/W10,Bet_11,Folg_11,VB_11,U1_11,U2_11,BT_ALT11,BT_M/W11,Bet_12,Folg_12,VB_12,U1_12,U2_12,BT_ALT12,BT_M/W12,Bet_13,Folg_13,VB_13,U1_13,U2_13,BT_ALT13,BT_M/W13,Bet_14,Folg_14,VB_14,U1_14,U2_14,BT_ALT14,BT_M/W14,Bet_15,Folg_15,VB_15,U1_15,U2_15,BT_ALT15,BT_M/W15,Bet_16,Folg_16,VB_16,U1_16,U2_16,BT_ALT16,BT_M/W16,Bet_17,Folg_17,VB_17,U1_17,U2_17,BT_ALT17,BT_M/W17,Bet_18,Folg_18,VB_18,U1_18,U2_18,BT_ALT18,BT_M/W18,Bet_19,Folg_19,VB_19,U1_19,U2_19,BT_ALT19,BT_M/W19
Gütersloh,Sa,14.11.2015,12:00,Kaiserstraße,,19,G,,,,,,8.38423,51.908,3,3,72,2,0,0,1,0,0,1,0,21,49,,19,2,2,3,71,49,10,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,16.11.2015,07:25,Sundernstraße,Stadtring Sundern,,K,38,1,0,0,510,8.40558,51.9039,3,2,43,2,0,0,1,0,1,1,0,44,35,,60,1,2,3,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,17.11.2015,15:50,Berliner Straße,Carl-Zeiss-Straße,,B,61,55,200,1,200,8.40939,51.9292,1,3,72,2,1,0,0,0,0,1,1,71,37,,60,2,2,0,21,,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,17.11.2015,17:55,Alsenstraße,Wilhelm-Baumann-Straße,,G,,,,,,8.36454,51.9049,3,3,1,2,0,0,1,0,0,1,0,21,28,,46,2,2,3,71,52,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,17.11.2015,14:34,Kaiserstraße,,,G,,,,,,8.382,51.9051,5,5,51,2,0,0,0,0,0,1,0,21,37,,35,1,2,0,71,11,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,18.11.2015,11:35,Saligmannsweg,,12,G,,,,,,8.36354,51.906,5,3,71,2,0,0,0,0,0,1,0,71,37,,56,2,2,0,21,,,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,20.11.2015,13:30,Westring,Grenzweg,,B,61,51,0,0,550,8.35919,51.9084,3,6,51,2,0,0,1,0,0,1,0,71,49,,10,1,2,3,71,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,21.11.2015,16:51,Brockhäger Straße,,,L,782,20,0,0,90,8.3718,51.9149,3,3,71,2,0,0,1,0,0,1,3,71,37,,34,1,2,0,21,,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,23.11.2015,11:00,Berliner Straße,,7,G,,,,,,8.37725,51.9051,5,3,72,2,0,0,0,0,0,1,0,71,10,,36,1,2,0,21,,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,24.11.2015,19:15,Westring,Herzebrocker Straße,,B,61,51,0,0,0,8.35893,51.9033,3,2,22,2,0,0,1,0,0,1,0,21,35,,66,2,2,3,71,10,,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,25.11.2015,11:11,Südring,Sonnenweg,,G,,,,,,8.3693,51.8905,3,2,61,2,0,0,1,0,0,1,0,21,11,,89,1,2,3,71,,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,27.11.2015,14:10,Osnabrücker Landstraße,,1,K,32,1,0,0,0,8.42542,51.9114,3,7,99,1,0,0,1,0,0,1,3,71,14,,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,28.11.2015,14:55,Hülsbrockstraße,Zum Stillen Frieden,,K,37,2,0,1,360,8.41748,51.9187,3,7,99,2,0,0,1,0,1,1,3,71,37,,33,2,2,0,21,,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,30.11.2015,21:47,Avenwedder Straße,Alte Spexarder Straße,,L,788,12,0,0,130,8.42761,51.9114,3,3,41,2,0,0,1,0,0,1,0,21,35,,32,2,2,3,71,,,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,30.11.2015,13:45,Carl-Miele-Straße,Holzstraße,,K,37,1,0,0,620,8.39433,51.9117,3,2,11,2,0,0,1,0,1,1,0,21,35,,62,1,2,3,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,02.12.2015,11:15,Avenwedder Straße,,52,L,788,12,0,0,220,8.43036,51.9119,3,7,14,2,0,0,1,0,0,1,0,21,36,,74,1,2,3,71,,,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,04.12.2015,10:53,Herzebrocker Straße,Wiesenstraße,,G,,,,,,8.36567,51.9046,3,2,43,2,0,0,1,1,1,1,0,21,1,35,36,1,2,3,71,,,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,04.12.2015,07:15,Verler Straße,,336,G,,,,,,8.42533,51.8849,5,3,42,2,0,0,0,0,1,1,0,21,37,,30,2,2,0,71,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,08.12.2015,13:24,Brockhäger Straße,,,L,782,20,0,0,550,8.37184,51.919,3,2,43,2,0,0,1,0,0,1,0,21,35,,65,2,2,3,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,09.12.2015,17:18,Bultmannstraße,,1,G,,,,,,8.37294,51.9002,3,5,81,2,0,0,1,0,0,1,0,21,45,,46,1,2,3,71,50,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,09.12.2015,18:33,Carl-Bertelsmann-Straße,,45,G,,,,,,8.39133,51.9055,3,3,42,2,0,0,1,0,0,1,0,21,37,,54,1,2,3,71,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,11.12.2015,07:52,Verler Straße,Kampstraße,,L,757,3,0,0,600,8.39816,51.9009,3,2,23,2,0,0,1,0,0,1,0,21,35,,58,1,2,3,71,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,14.12.2015,13:00,Stadtring Kattenstroth,,130,G,,,,,,8.38131,51.8832,3,3,72,2,0,0,1,0,0,1,0,21,49,,56,1,2,3,71,37,,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,16.12.2015,17:50,Hans-Böckler-Straße,Hans-Böckler-Straße,47,G,,,,,,8.35561,51.8859,3,3,1,2,0,0,1,0,0,1,3,71,28,,68,1,2,0,21,,,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,17.12.2015,07:48,Verler Straße,Am Hüttenbrink,,L,757,,400,0,0,8.42481,51.8854,3,2,24,2,0,0,1,0,0,1,0,21,35,49,46,1,2,3,71,10,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,17.12.2015,15:00,Berliner Straße,,16,G,,,,,,8.37839,51.9059,2,7,99,2,0,1,0,0,1,1,0,71,49,,,0,2,2,71,,,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,17.12.2015,15:20,Kaiserstraße,,15,G,,,,,,8.38381,51.9071,3,3,71,2,0,0,1,0,0,1,3,71,37,,77,2,2,0,21,,,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,18.12.2015,08:31,Carl-Bertelsmann-Straße,,19,G,,,,,,8.38619,51.9052,5,2,43,2,0,0,0,0,0,1,0,21,35,,29,1,2,0,71,,,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,19.12.2015,11:05,Georgstraße,,4,G,,,,,,8.3725,51.9153,6,7,99,2,0,0,0,1,0,1,0,71,1,49,32,1,2,0,21,,,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,21.12.2015,10:45,Fichtenstraße,Buxelstraße,,G,,,,,,8.35817,51.8965,5,3,72,2,0,0,0,0,1,1,0,71,27,,,1,2,0,21,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,21.12.2015,16:15,Nordring,Marienfelder Straße,,B,61,52,0,0,0,8.36604,51.9127,5,2,44,2,0,0,0,0,1,1,0,21,10,,74,1,2,0,71,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,23.12.2015,13:00,Wilhelm-Baumann-Straße,Alsenstraße,,G,,,,,,8.36454,51.9049,3,3,1,2,0,0,1,0,0,1,0,21,28,,75,2,2,3,71,,,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,30.12.2015,14:39,Hohenzollernstraße,,15,G,,,,,,8.37513,51.9084,3,3,42,2,0,0,1,0,0,1,0,21,37,,34,2,2,3,71,10,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
